Fayda,Taşlar
"Kas, eklem ve romatizma ağrılarını hafifletir.","Deniz Kulağı, Kehribar, Krom Kalsedon, Kiyastolit, Yeşil Disten, Varisit, Azurit, Krizokol, Mavi Dantel Akik, Mondolit Kuvars, Siyah Turmalin, Melanit, Meteor Taşı"
Topraklanma sağlar ve dünya ile olan bağı güçlendirir.,"Siyah Kyanit, Nuummit, Seruzit, Melanit, Kırmızı Jasper, Mıknatıs Taşı, Şaman Taşları, Purpurit, Sardonyx, Shiva Lingam, Safir, Hematit, Şap Taşı, Taşlaşmış Ağaç"
Diş ve diş eti sağlığını destekler,"Kehribar, Antimonit, Yeşil Apatit, Sarı Apatit, Mavi Kalsit, Berrak Kalsit, Bal Kalsit, Limon Kalsit, Akuamarin, Akik, Piromorfit, Titanit"
Psişik yetenekleri ve sezgiyi artırır,"Ametrin, Serpentinit, Kar Tanesi Obsidyen, Berrak Kuvars Kristali, Sedef, Lavanta Kuvars, Altın Beril, Ay Taşı, Labradorit, Safir, Natrolit, Llanit, Nuummit, Moki Bilyeleri, Lityum Kuvars, Sfaleri, Purpurit, Agnitit, Afganit, Barit, Kovellit, İyolit, Petoskey Taşı, Piromorfit, Şattuckite, Wavellite"
Astral seyahat ve ruhsal yolculukları destekler,"Herkimer Elması, Boji Taşları, Şaman Taşları, Siyah Opal, Kakosinit, Purpurit, Rodizit, Novakulit"
Bilişsel fonksiyonları ve hafızayı destekler.,"Manyetit, Seruzit, Nebula Taşı"
Menopoz ve regl semptomlarını hafifletir,"Ajoit, Astroﬁlit, Lingam, Lepidolit, Uterus Şekilli Desenli Akik, Pembe Yeşim, Aytaşı, Gökkuşağı Aytaşı, Sarı Safir, Shiva Lingam, Mıknatıs Taşı"
Bağışıklık sistemini destekler ve alerjik reaksiyonları azaltır.,"Clevelandite, Golden Danburite, Okyanus Jasperı, Ouro Verde Kuvars, Poppy Jasper, Stichtite, Yılan Derisi Akiği, Kehribar, Yeşil Apofilit, Beyaz Apofilit, Akuamarin, Breşli Jasper, Ametrin, Apatit, Bumble Bee Jasper, Novacülit, Yeşil Altın Kuvars"
Boğaz ağrısı ve tiroid sorunlarını dengeler,"Kehribar, Angelyit, Anhidrit, Azurit, Mavi Kalsit, Mavi Dantelli Akik, Krizokolla, Lapis Lazuli, Kiyanit, Akuamarin, Mavi Dantel Akik, Sodalit, Selestit, Mavi Kuvars, Larimar, His Taşı, Yeşil Kuvars"
İçsel çocukla bağ kurmayı ve dişil enerjiyi güçlendirir.,"Abalon Kabuğu, Larimar"
Ruhsal köklerle ve geçmiş yaşam bilgeliğiyle bağ kurar.,"Abalon Kabuğu, Herkimer Elması, Agatlaşmış Dinozor Kemiği, Dravit, Melanit, Papagoit, Rodizit, Nuummite"
"Matematiksel, analitik ve entelektüel yetenekleri güçlendirir","Kassiterit, Mavi Dantelli Akik, Akik, Adamit, Ametist, Aventurin, Krizopras, Elmas, Peridot, Safir, Manyezit"
Sinir sistemi hastalıkları ve regenerasyonuna yardımcı olur,"Aleksandrit, Aejirin, Aejirin-Ojit, Antofilit, Goşenit, Karomelanit, Çaroit, Bronzit, Kassiterit, Sugilit, Mor Florit, Kedigözü Kuvars, Şahin Gözü, Seruzit, Melanit, Pembe Topaz, Mor Safir, Mor Spinel, Pembe Natrolit, Nuummit, Hematit"
Metabolizmayı düzenler ve kilo kontrolüne destek sağlar.,"Sarı Apatit, Kassiterit, Sugilit, Mor Florit, Jeotlar, Skapolit, Pembe Kuvars, Serüzit, Titanit"
"Cinsel gücü, tutkuyu ve üreme sağlığını artırır","Kırmızı Aventurin Kuvars, Nebula Taşı, Realgar, Shiva Lingam, Karnelyan"
Vücut ısısını dengeler ve ateşi düşürmeye yardımcı olur.,"Mavi Aventurin Kuvars, İltihap Desenli Akik, Kayısı Akiği, Brezilyanit, Okenit"
Radyasyona karşı koruma sağlar ve hücresel iyileşmeyi destekler.,"Alunit, Şungit, Siyah Turmalin, Jasper, Llanit, Que Sera Taşı, Polusit"
"Fiziksel dayanıklılığı, gücü ve canlılığı artırır","Seruzit, Jasper, Siyah Lal, Lal, Peridot, Yakut, Que Sera Taşı, Piromorfit, Kumtaşı, Larvikit, Güneş Taşı, Kan Taşı"
Duygusal travmaları ve blokajları şifalandırmak,"Paraiba Kuvarsı, Pembe Spinel, Psilomelan, Pembe Natrolit, Polusit, Nuummit, Ateş Akiği, Karayip Mavisi Kalsit, Kovellit, Yakut-Fuksit, Pembe Kuvars, Mandalina Kuvars, Larimar, Que Sera Taşı"
Çakraları dengeler ve enerji merkezlerini aktive eder.,"Tepe Ve Üçüncü Göz, Tepe Ve Kök, Kök, Üçüncü Göz, Pembe Kuvars, Yeşil Aventurin, Rodonit, Safir, Pollusit, Lityum Kuvars, Boğaz"
Kas ve eklem ağrılarını hafifletir,"Mıknatıs Taşı, Melanit, Natrolit, Rodizit, Hematit, Okenit, Meteor Taşı, Serüzit, Jasper, Larimar, Okyanus Jasperı, Azurit, Krizokol"
Duygusal denge ve koruma sağlar,Abalon Kabuğu
Detoksa (toksinlerden arınma) yardımcı olur,"Abalon Kabuğu, Aktinolit, Akik, Kehribar, Ametrin, Apatit"
Göz sağlığına (katarakt ve gece körlüğüne) iyi gelir,Abalon Kabuğu
"Zihin netliği, ilham ve odaklanma sağlar",Akroit
Rüyaları hatırlamaya ve zihinsel süreçleri anlamaya yardımcı olur,Aktinolit
"İş başarısı, zenginlik ve bolluk çeker","Adamit, Akik, Ametist, Amazonit"
Hormonal dengesizlik kaynaklı zihin bulanıklığını giderir,Adamit
Lenfatik sistemi ve kan dolaşımını dengeler,Akik
Huzursuz bağırsak sendromu (IBS) ve sindirim sorunlarına iyi gelir,Akik
Yaratıcılığı aktive eder ve içsel gerçeği ifade etmeye yardımcı olur,Ajoit
"Üreme organlarını korur, doğurganlığı artırır ve menopoz semptomlarını hafifletir",Ajoit
Sinir rejenerasyonuna (yenilenmesine) yardımcı olur,Aleksandrit
Elektromanyetik kirliliğe (EMF) ve radyasyona karşı korur,"Amazonit, Siyah Turmalin, Florit"
Bağımlılıklarla (özellikle alkolizm) mücadeleye yardımcı olur,Ametist
"İskelet sistemi, kemik erimesi ve eklem ağrılarına iyi gelir","Ammonit, Apatit"
Tiroid bezini dengeler ve boğaz iltihabını hafifletir,"Angelit, Kehribar, Akuamarin"
Yüksek tansiyonu düşürür,Yeşil Kuvars
Kalp sağlığını korur,Yeşil Kuvars
Tiroid hormonlarını düzenler,Yeşil Kuvars
Zihinsel gelişimi destekler,Yeşil Kuvars
Pozitif düşünmeyi sağlar,Yeşil Kuvars
Negatif enerjiden korur,"Yeşil Kuvars, Sarı Safir"
Duygusal zekayı geliştirir,Yeşil Kuvars
Sindirimi iyileştirir ve mide sorunlarını giderir,Sarı Safir
Stres ve kaygıyı azaltır,"Sarı Safir, Aktinolit, Amblygonite"
İlişkilerde uyumu ve etkili iletişimi destekler.,Sarı Safir
Kadınlarda doğurganlığı artırır ve adet döngüsünü düzenler,"Sarı Safir, Menalit"
"Bilgelik, refah ve iyi sağlık sağlar",Sarı Safir
Psişik kalkan oluşturur ve biyomanyetik kılıfı mühürler,"Aktinolit, Morion Kuvars"
Kritik hastalık süreçlerinde hücresel düzeyde destek sağlar.,Aktinolit
Karaciğer ve böbrek sağlığını destekler,"Aktinolit, Aegirine, Heliodor, Heulandite"
Mevsimsel Duygusal Bozukluk (SAD) için faydalıdır,"Adamite, Kakortokite, Septarian"
Kas ağrılarını giderir ve toksinlerin atılmasını kolaylaştırır,Aegirine
Ruhsal bütünlük ve duygusal şifa sağlar.,"Ametist Herkimer, Faden Kuvars, Spirit Kuvars"
Sinir sistemini dengeleyerek nörolojik sağlığı destekler.,"Astrofilit, Dumortierite"
Kan şekerini dengelemeye yardımcı olur.,"Atlantasite, Datolite, Tanzine Aura Kuvars"
Kemik bozukluklarını ve kırıkları iyileştirir,"Amblygonite, Creedite, Lazulite, Faden Kuvars"
Tamamlayıcı tıp ve enerji çalışmalarının etkisini artırır.,"Kalkopirit, Halit, Kuvars"
Radyasyon hasarını ve yan etkilerini hafifletir,"Kovellit, Hackmanite, Morion Kuvars, Uranophane"
Kâbusları önler ve güvenli uyku sağlar,"Dalmaçya Taşı, Flint, Pearl Spa Dolomit"
Zihinsel odaklanmayı artırır ve hiperaktiviteyi dengeler.,"Amblygonite, Stichtite, Tanzine Aura Kuvars"
Göz hastalıklarını ve kataraktı iyileştirir,"Kavansit, Girasol, Scapolite, Vivianite"
Lenfatik sistemi destekler ve vücudu temizler.,"Leopardskin Jasper, Okyanus Jasper"
İletişim,Mavi Kyanit
Zihinsel açıklık,Mavi Kyanit
Topraklayıcı,Siyah Kyanit
Denge ve uyum,Yeşil Kyanit
Meditasyon sırasında zihin toparlama,Kyanit
İfade netliği,Mavi Kyanit
Duygusal durumları sakinleştirme ve yatıştırma,Abalon
Psişik gelişimi ve sezgiyi uyarma,Abalon
Finansal konularda şans getirme,Aventurin
Yaratıcılığı ve zekayı uyarma,Aventurin
Zihni canlandırma ve diğer taşların şifa enerjisini artırma,Ejirin
Gerçeği ayırt etme ve güçlü duygusal şifa,Akik
İç huzuru sağlar ve geçmiş duygusal yaraları şifalandırır.,Ajoit
Yenilenme ve yüksek benliğe açıklık,Aleksandrit
Yaratıcı ifadeyi geliştirme ve düşünceyi netleştirme,Amazonit
Hiperaktiviteyi ve gergin sinirleri yatıştırma,Kehribar
İç huzuru teşvik etme ve bağımlılıkla mücadele,Ametist
Rüya hatırlama ve kabusları önleme,"Kyanit, Herkimer Elması, Sitrin"
Anksiyeteyi hafifletmeye yardımcı olur ve iç huzuru destekler.,Yeşil Ametist
Yaratıcılığı teşvik eder ve konsantrasyonu artırır.,Yeşil Ametist
"Deri, mukoza zarı ve duyu organlarındaki tahriş ve iltihapları iyileştirir.","Paua Kabuğu, Sedef)"
"Karaciğer ve böbrek aktivitelerini, ayrıca tüm yapıcı ve büyüme süreçlerini uyarır.",Aktinolit
"Sırt ağrıları ve sızılara, sinirlere, kaslara, kemiklere ve hormonal bezlere iyi gelir.",Ejin
"Sindirim, bağırsak, böbrek ve hormonal bezlerin faaliyetlerini artırır; ağrıyı hafifletir.",Ejin-Ojit
"Gözler, içi boş organlar (mide, bağırsak vb.), kan damarları ve cilt için faydalıdır.",Akik
Hamilelik sırasında koruyucu bir taştır.,"Akik, Su Akiği, Beyaz Akik"
"Bağırsak problemlerine (gaz, ishal, kabızlık, kronik iltihaplanma) iyi gelir.",Ateş Akiği
"Mesane problemlerine, özellikle enfeksiyonlara, idrar tutukluğuna ve prostat sorunlarına iyi gelir.",Kale Akiği
Varis ve hemoroit tedavisinde etkilidir.,Dantel Akik
Rahim iltihabı ve adet ağrıları için iyidir; doğum sonrası normalleşmeyi destekler.,Uterus Şekilli Akik
"Solunum güçlüğü, daralmış bronşlar ve öksürüğe yardımcı olur.",Akikleşmiş Mercan
Kasları gevşetir ve dokuları sıkılaştırır.,Alçıtaşı
Sinir ve duyu bozukluklarına iyi gelir; karaciğeri uyarır.,Aleksandrit
Bebeklerde diş çıkarma sürecine yardımcı olur; romatizma ve diyabete iyi gelir.,Kehribar
Kaşıntı ve güneş yanığını hafifletir; akciğer ve kalın bağırsak için iyidir.,Ametist Kuvars
Yüksek tansiyonu düşürür ve gerginliği giderir.,Ametist
"Böbrek fonksiyonlarını, su dengesini ve ödem azaltılmasını uyarır.",Anhidrit
"Raşitizm, artroz, osteoporoz ve kırıkların iyileşmesine yardımcı olur.",Mavi Apatit
"Astım ve solunum yolları problemlerine, ayrıca alerjiye yardımcı olur.",Yeşil Apofilit
Adet ve menopoz problemleriyle ilgili oldukça yardımcıdır.,Astrofilit
Kalp krizi ve damar sertliğine karşı korur.,Yeşil Aventurin
"Doğumu tetikler, pelvisi gevşetir ve rahim boynunu yumuşatır.",Doğum Taşları
Süt annelerde süt üretimini uyarır.,"Mavi Kalsedon, Gül"
Mide ülseri ve otoimmün hastalıklara yardımcı olur; yaralanmalar için en iyi taştır.,Rodonit
Kundalini enerjisini uyandırır ve yolunu temizler.,Mor Safir
Psişik saldırıları geri gönderir ve eterik temizlik yapar.,Mor Spinel
Psişik ve fiziksel pilleri şarj eden 'hiç bitmeyen bir batarya' gibidir.,Que Sera Taşı
Tiroid sağlığına fayda sağlar,Riyolit
Kasları güçlendirir,Riyolit
Zihni dengeler,Riyolit
Bolluk ve bereket getirir,Riyolit
Pozitif enerji sağlar,Riyolit
Özgüvenle konuşmaya yardımcı olur,Purpurit
Ruhaniliği ve içsel büyümeyi teşvik eder,Purpurit
Kendi potansiyelini gerçekleştirmeyi ve kısıtlayıcı inançları aşmayı sağlar.,Purpurit
Bağımsızlık ve özgüvenle kendini ifade etmeye yardımcı olur,Heterosit
Ruhsal gelişimi ve dünyevi bağımlılıklardan özgürleşmeyi destekler.,Heterosit
Denge ve uyum sembolüdür,Celestobarite
Koruma ve şifa duygusu uyandırır,Celestobarite
Duygusal iyileşme ve denge sağlar,Celestobarite
Yaratıcılığı ve sanatsal ifadeyi artırır,Celestobarite
Uyku bozukluklarına yardımcı olur,Celestobarite
Bağışıklık sistemini destekler,Celestobarite
Stres ve anksiyeteyi azaltır,Celestobarite
Cilt hastalıklarını iyileştirir (Lepa/macun formunda),Manahshila
Göz bozukluklarını ve bulanık görmeyi tedavi eder,Manahshila
Öksürük ve astım gibi solunum yolu hastalıklarını iyileştirir,Manahshila
Değişim ve dönüşüm süreçlerini kolaylaştırır.,Pollucite
Lityum içeriği sayesinde stres ve anksiyeteyi giderir,Pollucite
Vücuttaki fiziksel ve eterik toksinlerin atılmasına (detoks) yardımcı olur,Pollucite
Sindirim sistemini düzenler ve mide asidini dengeler.,Prasiolite
Kendini kabul etme ve duygusal yaraların iyileşmesini sağlar,Prasiolite
Enerji sistemindeki tıkanıklıkları temizleyerek denge sağlar,Que Sera
Klaivoyant (durugörü) yeteneklerini ve psişik becerileri artırır,Que Sera
"Kötü enerjiye karşı koruma, ün ve zenginlik sağlar",Sarı Safir
Yolcuları koruduğuna inanılır,Sarı Topaz
Kundalini enerjisini aktive eder,Shiva Lingam
"Cinsel enerjiyi, tutkuyu ve yakınlığı artırır",Shiva Lingam
Doğurganlık ve dönüşüm sembolüdür,Shiva Lingam
Yaratıcılığı ateşler ve hayal gücünü canlandırır,Sfalerrit
Enerji seviyelerini şarj eder ve yorgunluğu giderir,Sfalerrit
Topraklanma sağlar ve negatif enerjilerden korur,Sfalerrit
Göz bozukluklarının iyileşmesine yardımcı olur,Sfalerrit
Duygusal şifa ve öz-sevgi sağlar,Ocean Jasper
İletişim becerilerini geliştirir ve kendini ifadeyi artırır,Ocean Jasper
Boğaz ve akciğer bölgelerindeki fiziksel rahatsızlıkları/ağrıları hafifletir,Ocean Jasper
Neşe ve pozitifliği teşvik eder,Okyanus Jasper
Stres ve kaygıyı serbest bırakmaya yardımcı olur,Deniz Jasper
Zihinsel berraklığı artırır ve ruhsal bağlantıyı güçlendirir,Safir
Duygusal iyileşmeyi destekler ve içsel huzuru teşvik eder,Safir
"Güç, cesaret ve koruma sağlar",Sardonyx
Öz kontrolü geliştirir ve topraklama hissi sağlar,Sardonyx
"Özgüveni, gücü ve iyimserliği artırır",Rodizit
Duygusal yaraları iyileştirir ve negatif hisleri dağıtır,Purpurite
"Kıskançlık, kin ve güvensizliği azaltır",Serandite
Zihni sakinleştirir ve merkezler,Que Sera
Çakraları hizalar ve enerji merkezlerini açar,Shiva Lingam
Zihinsel berraklığı artırır,Pollüsit
Zihinsel ferahlık ve sadeleşme sağlar,Selenit
Üreme sağlığı ve hormon dengesizliğine yardımcı olur,Papagoite
Kişinin kendini ifade etmesine ve duygularını özgürce dile getirmesine yardımcı olur,Larimar
Stresi azaltır ve zihni berraklaştırır,Larimar
"Boğaz, göğüs ve akciğerle ilgili şikayetlerde destekleyicidir",Larimar
"Sindirim bozuklukları, cilt problemleri ve baş ağrılarının tedavisine yardımcı olur",Selestobarit
"Kısırlık sorunlarına yardımcı olur, hamilelik ve doğum sürecini destekler",Serüzit
Alzheimer semptomlarını hafifletir ve bilişsel fonksiyonu geliştirir,Serüzit
Zihinsel sakinlik sağlar ve duygusal dengeyi destekler,Jasper
Erkeklerde hormonal dengeyi sağlar ve cinsel gücü artırır,Jasper
Bağışıklık sistemini ve tiroit bezini güçlendirir,Larimar
"Sinus problemlerini, öksürüğü ve alerjileri iyileştirir",Akuamarin
Hemoglobin sayısını artırır ve kanla ilgili hastalıkları tedavi eder,Lal
"Böbrek ve bağırsak şifasına yardımcı olur, bağışıklığı güçlendirir",Opal
Sinir sistemini yatıştırır ve psişik yetenekleri (durugörü) geliştirir,Lanit
Kalp çakrasını dengeleyerek sevgi ve empati duygularını güçlendirir,Purpurit
Psişik yetenekleri ve ruhsal aydınlanmayı destekler,Mavi Safir
Özgüveni artırır ve liderlik özelliklerini güçlendirir,Safir
Duygusal çalkantıları yatıştırır ve içsel huzur verir,Okenit
Kundalini enerjisini yükseltir ve tüm çakraları harekete geçirir,Shiva Lingam
Topraklama sağlayarak çevrede rahat hissettirme,Seruzit
Boğaz çakrasını düzenleme ve iletişim yeteneğini geliştirme,"Larimar, Prasiolit, Titanit"
Tiroid bezi ve hormonlarını dengeleme,Larimar
Duygusal denge ve iç huzur sağlama,"Larimar, Jasper, Okenit, Prasiolit, Riyolit, Serandit, Titanit"
"Mide rahatsızlıkları, hazımsızlık ve şişkinliğe iyi gelme","Jasper, Yeşil Ametist"
Kan dolaşımını düzenleme ve düşük tansiyonu dengeleme,Karnelyan
"Yaşam sevinci, sadakat ve yeniliğe açıklık verme","Karnelyan, Dalmaçyalı Jasper, Okyanus Jasper"
Kök ve Taç çakra arasında bağlantı kurarak ruhsal farkındalığı artırma,"Okenit, Prasiolit, Titanit"
Zihinsel berraklık ve odaklanmayı artırma,"Jasper, Prasiolit, Riyolit, Titanit"
"Maddi bolluk, bereket ve şans getirme","Prasiolit, Larimar, Piromorfit, Realgar, Rodizit"
Kıskançlık ve güvensizlik duygularını yatıştırma,Serandit
Psişik yetenekleri ve önsezileri güçlendirme,"Rodizit, Okenit, Purpurit, Sfalerit, Titanit"
Cinsel sorunlara ve doğurganlığa (fertilite) yardımcı olma,"Realgar, Shiva Lingam, Prasiolit"
Lekeleme faaliyetlerini geliştirmek,Deniz Kulağı
Zihin ve bedenin doğurganlığını teşvik etmek,Deniz Kulağı
Karar verme süreçlerini geliştirmek,"Deniz Kulağı, Kehribar, Kan Taşı, Tereyağı Yeşim"
Gruplar arası işbirliğini teşvik etmek,"Deniz Kulağı, Turmalinli Albit, Granit, Ortoklaz Feldspat, Kar Kuvars"
Kalbi korumak ve kalp sağlığını güçlendirmek,"Ferro Aktinolit, Kalsit, Sinabrit, Yeşil Apofilit, Spessartine Lal Taşı, Garniyerit, Morganit, Yeşil Aytaşı, Pembe Turmalin, Karpuz Turmalin"
Öz değer ve güç duygusunu güçlendirmek,"Aktinolit, Ferro Aktinolit, Mavi Fırtına Akiği, Leopardit, Şeftali Ay Taşı, Gül Kuvars"
Astral seyahatte yardımcı olmak,"Ferro Aktinolit, Brandberg Ametist, Apofilit, Beril, Kalsit, İyolit, Mavi Yeşil Mika, Çilek Kuvars, Stilbit, Stalaktitler"
Psişik yetenekleri ve iletişim becerilerini artırmak,"Afganit, Mavi Apatit, Kovellit, Azurit, K2-Azurit, Skolesit, Shattuckite, Tanzanit"
Ağrıların giderilmesine ve uykusuzluğun azaltılmasına yardımcı olmak,"Afganit, Ametist, Auralite 23, Howlite, Mavi Turmalin, Lepidolit, Pembe Dolomit, Zirkon"
Konsantrasyon ve netliği artırmak,"Siyah Akik, Kuvars, Turmalinli Albit, Berrak Kalsit, Florit, Hematit, Goetit, Safir"
Bağışıklık sistemini güçlendirmek,"Şevron Ametist, Kalsedon, Yeşil Lal Taşı, Presili Taşı, Yeşil Opal, Mavi Turmalin, Sfalerit, Sfen"
Depresyonu ve umutsuzluğu hafifletmek,"Botsvana Akiği, Pembe Dantel Akik, Amonit, Karayip Mavisi Kalsit, Turuncu Kalsit, Krisopraz, Limon Krisopraz, Mercan, Safir, Lepidolit, Yıldız Mika, Novacülit, Tanzanit"
Metabolizmayı düzenlemek ve krampları azaltmak,"Amazonit, Manyetit, Azurit-Malakit, Aragonit, Maun Obsidyen, Mavi Opal, Spodümen"
"Kemikleri ve dişleri güçlendirmek, kalsiyum emilimine yardımcı olmak","Mavi Dantel Akik, Dendritik Akik, Aragonit, Kalsit, Florit, Mamut Fildişi, Zebra Jasper, Siderit"
Kök çakrayı dengelemek ve topraklanma sağlamak,"Bantlı Jasper, Siyah Jasper, Kırmızı Aventurin, Realgar, Siyah Turmalin, Dumanlı Kuvars, Galena"
Yaratıcılığı teşvik etmek,"Ferro Aktinolit, Ametrin, Anjelit, Azurit, Krokoit, Dumortierit, Malakit, Stilbit, Mandalina Kuvars"
Tiroid fonksiyonunu iyileştirmek,"Azurit, Selestit, Mavi Kuvars"
Elektromanyetik radyasyondan korumak,"Galena, Şungit, Siyah Turmalin, Sarı Jasper, Berrak Kuvars"
Bolluk ve bereket çekmek,"Dendritik Akik, Yeşil Apatit, Diyaptaz, Elmas, Yeşil Lal Taşı, Yeşil Altın Taşı, Asterit Serpantin, Safir"
Sakinleştirici etki,Rüya Taşı
Kalp sağlığı ve sindirim,Abalon
Bağışıklık sistemini güçlendirme,"Ejirin, Jasper, Larimar, Prasiolit, Riyolit, Titanit"
Cesaret ve özgüveni artırma,Akik
Sinir sistemi ve kas sağlığını destekleme,Amazonit
Fiziksel ağrıyı dindirme,Kehribar
Hücresel düzeyde fiziksel ve enerjik iyileşme sağlar,Okyanus Jasper
Böbrekleri ve böbrek üstü bezlerini stabilize eder,Okyanus Jasper
Tiroid bezinin çalışması üzerinde olumlu etki yapar,Okyanus Jasper
Sindirimi teşvik eder ve detoks etkisi yaratır,Okyanus Jasper
Kendini ifade etme becerilerini geliştirir,Safir
Akciğerler ve solunum sistemine yardımcı olur,Sardonyx
Diğer taşların enerjisini güçlendirir (şifa için),Rodizit
Vücuttaki enerji akışını artırarak canlılığı destekler,Rodizit
Uykusuzluğu (insomnia) gidermeye yardımcı olur,Purpurite
Kanın pıhtılaşmasına yardımcı olur ve nabız hızını dengeler,Purpurite
Kalsiyum ve magnezyum emilimine yardımcı olur,Serandite
Hücre yenilenmesine yardımcı olur,Que Sera
Elektromanyetik kirliliğe (sis) karşı koruma sağlar,Que Sera
Doğurganlığı ve üreme sağlığını teşvik eder,Shiva Lingam
Enfeksiyonları tedavi etmeye yardımcı olur,Pollüsit
Kişinin içsel çocuğuna ulaşmasını ve neşeyi bulmasını sağlar,Larimar
Beyin ve hafıza fonksiyonlarını destekler,Selestobarit
Sinir sistemini sakinleştirir ve kaygıyı hafifletir,Serüzit
"Mesane, dalak ve karaciğer sağlığını destekler",Jasper
Bipolar bozukluğun iyileşmesine yardımcı olur,Larimar
"İnsomniya (uykusuzluk), görme problemleri ve kabızlığı tedavi eder",İnci
Vücuttaki toksinlerin atılmasını ve detoksifikasyon sürecini destekler,Turmalin
Zihinsel netlik sağlar ve kafa karışıklığını giderir,Purpurit
Vücuttaki ödemlere karşı etkilidir ve sindirim sistemini düzenler,Safir
Kan dolaşımını iyileştirir ve nöronları aktive eder,Beyaz Mermer Shiva Lingam
Karar verme ve sorumluluk almayı kolaylaştırma,Seruzit
Beynin sağ ve sol yarım kürelerini dengeleyerek sanatsal yeteneği artırma,Seruzit
"Anksiyete, gerginlik ve stresi hafifletme","Seruzit, Jasper, Larimar, Piromorfit, Que Sera, Titanit"
Alzheimer ve Parkinson hastalıklarına yardımcı olma,Seruzit
Uykusuzluk ve kabusları yenmeye yardımcı olma,"Seruzit, Larimar, Piromorfit"
Kas ve kemik yapısını güçlendirme,"Seruzit, Larimar, Titanit"
Hamilelik ve doğum sonrası anne-bebek bağını güçlendirme,Larimar
Fiziksel dayanıklılığı ve atletik performansı artırma,Jasper
Karmik borçları belirleme ve ruhsal büyümeye yardımcı olma,"Okenit, Prasiolit, Titanit, Riyolit"
Diş ve diş eti sağlığına yardımcı olma,"Piromorfit, Titanit"
B vitamini emilimini kolaylaştırma,"Piromorfit, Riyolit"
"Öfke, hiddet ve şiddet içeren davranışları sakinleştirme","Realgar, Larimar, Leopar"
Hücre yenilenmesine ve doku sağlığına yardımcı olma,"Que Sera, Titanit"
"Deri hastalıkları, kaşıntı ve döküntülere iyi gelme","Riyolit, Titanit"
Kan sağlığını destekler ve vücudu enfeksiyonlara karşı korur.,Sfalerit
Doğa ve tüm canlılarla olan ruhsal bağı kuvvetlendirir.,"Riyolit, Dalmaçyalı Jasper, Piromorfit"
