Fayda,Taşlar
Rüya hatırlamayı ve vizyoner yetenekleri destekler.,Rhodizite (Rodizit)
Fiziksel travmaların iyileşme sürecini destekler.,Rhodizite (Rodizit)
"Stres, anksiyete ve duygusal gerginliği azaltır.","Rhodizite (Rodizit), Sphalerite (Sfalerit), Angelit (Angelite), Ajoit (Ajoite), Amazonit (Amazonite)"
Karaciğer ve böbrek fonksiyonlarını destekleyerek temizler.,"Rhodizite (Rodizit), Safir, Sphalerite (Sfalerit)"
Zihni sakinleştirir ve meditasyon derinliğini artırır.,Rhodizite (Rodizit)
Beyin fonksiyonlarını destekler ve zihinsel istikrar sağlar.,Rhodizite (Rodizit)
Vücut dengesini sağlar ve iltihaplanmayı azaltır.,Rhodizite (Rodizit)
"Canlılık, fiziksel güç ve topraklanma sağlar.","Shiva Lingam, Sphalerite (Sfalerit)"
Algıları keskinleştirir ve doğru karar vermeyi sağlar.,Sphalerite (Sfalerit)
Fiziksel dayanıklılığı ve enerji seviyesini artırır.,Sphalerite (Sfalerit)
Vücudu enfeksiyonlara karşı korur ve iyileşmeyi destekler.,Sphalerite (Sfalerit)
Depresyonu ve negatif duyguları hafifletir.,Shiva Lingam
Solunum yollarını destekler ve kan sağlığını iyileştirir.,Shiva Lingam
"Özgüven, motivasyon ve kararlılık sağlar.","Rhodizite (Rodizit), Shiva Lingam, Sphalerite (Sfalerit)"
Çakraları dengeler ve ruhsal bilinci yükseltir.,"Rhodizite (Rodizit), Titanite (Sfen / Sphene)"
Ruhsal rehberliği ve evrensel bilgiye erişimi destekler.,"Rhodizite (Rodizit), Titanite (Sfen / Sphene)"
Zaman ötesi farkındalık ve ruhsal hafızayı güçlendirir.,Titanite (Sfen / Sphene)
Kritik hastalık süreçlerinde ruhsal destek ve iç huzur sağlar.,Rhodizite (Rodizit)
Hücresel düzeyde fiziksel ve enerjik iyileşme sağlar.,"Rhodizite (Rodizit), Sphalerite (Sfalerit), Astroﬁlit, Florit, Fulgurit, Kambaba Jasper, Rutilatlı Kuvars, Zirkon, Aegirine, Agrellit, Akik, Ammolit, Annabergit, Ametist, Bustamit, Cacoxenite, Cavansite, Çilek Kuvarsı, Dumortierit, Eilat Taşı, Epidot, Faden Kuvars, Fenster Kuvars, Grönlandit, Halit, Hanksit, Hemimorphit, Heulandite, İncir Kalsiti, Kakortokit, Kasiterit, Labradorit, Leopar Desenli Jasper, Limonit, Nuummit, Okyanus Jasperı, Prazolit, Rutile, Septarian, Sitrin, Spirit Kuvars, Tanzanit, Turmalin Kuvars, Azeztulite, Hematit, Que Sera, Kan Taşı, Kalsedon"
Astral seyahat ve ruhsal yolculukları destekler.,Rhodizite (Rodizit)
Zihinsel ve ruhsal dengeyi korur.,Sphalerite (Sfalerit)
Negatif düşünce kalıplarını kırar ve zihni özgürleştirir.,Sphalerite (Sfalerit)
Kadim bilgeliği ve şamanik yolculukları destekler.,Shiva Lingam
Ruhsal rehberlerle ve içsel doğayla iletişimi güçlendirir.,Shiva Lingam
Kalp sağlığını destekler ve kan dolaşımını düzenler.,"Shiva Lingam, Kayısı Akiği, Kan Akiği, Turuncu Aventurin Kuvars, Kırmızı Aventurin Kuvars, Purpurit, Paraiba Kuvarsı, Mıknatıs Taşı (Manyetit), Pembe Natrolit, Que Sera (Llanit), Hematit, Okyanus Jasperı, Melanit, Safir, Dendritik Akik, Kan Taşı, Jasper, Yakut-Zoisit"
Göz sağlığını iyileştirir ve görme yetisini destekler.,"Rhodizite (Rodizit), Safir, Sphalerite (Sfalerit)"
Baş ağrısı ve migreni hafifletir.,"Rhodizite (Rodizit), Safir"
Sindirim sistemini düzenler ve mide rahatsızlıklarına iyi gelir.,"Rhodizite (Rodizit), Safir"
Sezgileri keskinleştirir ve içsel bilgeliği artırır.,"Safir, Sphalerite (Sfalerit)"
Tiroid fonksiyonlarını düzenler ve boğaz sağlığını destekler.,Safir
Duyu organlarının sağlığını ve işitme yetisini destekler.,Safir
Vücudun enerji seviyesini ve aurasını güçlendirir.,"Sphalerite (Sfalerit), Titanite (Titanit)"
İrade gücünü ve kararlılığı artırır.,Rhodizite (Rodizit)
"Özgüven, kişisel güç ve cesareti artırır.","Rhodizite (Rodizit), Sphalerite (Sfalerit)"
Kronik rahatsızlıkların iyileşme sürecine destek sağlar.,Rhodizite (Rodizit)
Kan sağlığını destekler ve hücrelere oksijen taşınmasını kolaylaştırır.,Sphalerite (Sfalerit)
Duyu organlarının fonksiyonlarını ve algısını güçlendirir.,Sphalerite (Sfalerit)
Ortamdaki negatif enerjiyi temizler ve huzur sağlar.,Shiva Lingam
"Affetme, hoşgörü ve duygusal özgürleşme sağlar.",Shiva Lingam
Kemik ve iskelet sistemi sağlığını destekler.,Shiva Lingam
"Zihinsel kapasiteyi, zekayı ve öğrenmeyi destekler.",Titanite (Titanit/Sfen)
Kemik ve diş yapısını güçlendirir.,Titanite (Titanit/Sfen)
Solunum yollarını destekler ve sinüsleri rahatlatır.,Titanite (Titanit/Sfen)
İletişim becerilerini geliştirir ve topluluk önünde kendini ifade etmeyi kolaylaştırır.,Titanite (Titanit/Sfen)
Vücudu toksinlerden arındırır ve detoksifikasyon sürecini destekler.,"Abalon Kabuğu, Aktinolit, Akik, Ametrin, Sarı Apatit, Kan Taşı, Mavi Barit, Krizopras, Florit, İyolit, Kalsit, Shungite, Petriﬁye Odun, Zebra Taşı, Aktinolitli Kuvars, Dendritli Akik (Yosunlu Akik), Yeşil Kalsit, Ofikalsit, Zinober Opali, Kükürt, Vanadyum Beril, Yeşil Aventurin Kuvars, Yeşil Turmalin, Azurit-Malakit, Eilat Taşı, Purpurit, Zeolit Grubu (Pumpellyit), Polusit, Nuummit, Melanit, Lal, Turmalin, Jasper, Selestobarit, Kovellit, Leopar Derisi Jasper, Serafinit, Manahshila (Realgar)"
Sindirim sistemi ve bağırsak rahatsızlıklarına iyi gelir,"Akik, Kalsit, Karnelyan, Krizokolla, Jasper, Peridot, Turmalin, Amblygonit, Ametist, Ateş Akati, Barit, Bustamit, Halit, Hanksit, Kasiterit, Libyen Gold Tektit, Limonit, Okyanus Jasperı, Prazolit, Quantum Quattro, Sitrin, Mide Benzeri Desenli Akik, Kayısı Akiği, Kan Akiği, Çizgili Aragonit-Kalsit (Oniks Mermeri), Sarı Safir (Pukhraj), Pembe Topaz, Piromorfit, Pirofillit, Moki Bilyeleri (Shaman Stones), Okenit, Natrolit"
Böbrek rahatsızlıklarını tedavi eder,"Yeşim, Nefrit, Aktinolit, Brezilyanit, Cavansite, Conichalcite, Diopside, Eilat Taşı, Heulandite, Kan Taşı, Libyen Gold Tektit, Nuummit, Okyanus Jasperı, Tanzanit, Aejirin-Ojit, Anidrit (Angelit), Antofilit, Biyotit Mercekleri, Krom Diyopsit, Opal, Safir, Natrolit, Sfalerit"
Karaciğer rahatsızlıklarına yardımcı olur,"Aegirine, Aktinolit, Alexandrite, Dendritik Kalsedon, Eilat Taşı, Epidot, Gaspeit, Girasol, Kakortokit, Lepidokrosit, Limonit, Okyanus Jasperı, Prazolit, Siyah Kiyanit, Zirkon, Turuncu Aventurin Kuvars, Azurit, Azurit-Malakit, Mıknatıs Taşı (Lodestone), Melanit, Sfalerit"
Cilt hastalıklarına ve yaralara iyi gelir,"Akik, Kehribar, Ametist, Aragonit, Azurit, Florit, Galenit, Selenit, Ağaç Akik, Başmelek Aura Kuvars, Epidot, Erythrite, Hanksit, Mistik Topaz, Novaculite, Siyah Akik, Spirit Kuvars, Stichtite, Uranophane, Vivianit, Wavellite, Yılan Derisi Akik, Yara İzi Görüntülü Akik, Cilt Benzeri Desenli Akik, Albit, Alunit, Kalsit, Kar Tanesi Obsidiyen, Deniz Fosili Jasper, Serafinit, Mıknatıs Taşı (Manyetit), Riyolit, Realgar"
Kemik ve iskelet sistemini güçlendirir,"Apatit, Aragonit, Kalsit, Florit, Hematit, Manyetit, Ay Taşı, Selenit, Aegirine, Amblygonit, Bixbite, Clevelandite, Creedite, Dalmatian Taşı, Diopside, Eilat Taşı, Erythrite, Hemimorphit, Lazulite, Magnezit, Siyah Kuvars, Tiffany Taşı, Zebra Taşı, Zirkon, Mavi Dantel Akik, Dendritik Akik, Kar Tanesi Obsidiyen, Sardonyx, Mamut Fildişi, Siderit, Melanit, Seruzit, Larimar"
"Uyku kalitesini artırır, uykusuzluk ve kabusları önler.","Ametist, Kan Taşı, Dumortierit, Havlit, Lapis Lazuli, Ay Taşı, Selenit, Leonberg Alabasterı, Afganit, Auralite 23, Yıldız Mika, Malakit, Yakut-Fuksit, Skolesit, Zirkon, Mavi Turmalin, Hematit, Lityum Kuvars, Purpurit, Safir, İnci, Meteor Taşı (Göktaşı), Serüzit, Selestobarit, Nuummite"
Hormonal sistemi ve salgı bezlerini dengeler,"Adamit, Kehribar, Angelyit, Anhidrit, Azurit, Mavi Kalsit, Mavi Dantelli Akik, Krizokolla, Lapis Lazuli, Kiyanit, Alexandrite, Amblygonit, Ametist, Astrophyllite, Aytaşı, Bustamit, Cacoxenite, Heulandite, Mavi Phantom, Quantum Quattro, Tanzine Aura Kuvars, Yıldız Akik, Su Akiği (Enhydro), Kassiterit, Sugilit, Mor Florit, Şahin Gözü, Melanit, Natrolit, Rodizit, Shiva Lingam, Mıknatıs Taşı (Lodestone), Larimar, Kaya Kristali (Kuvars)"
"Özgüven, özdeğer ve cesareti artırır","Aktinolit, Ametrin, Andesin, Azurit, Sitrin, Akik, Labradorit, Ay Taşı, Rodonit, Kırmızı Kalsit, Kaplan Gözü, Karnelyan, Jasper, Safir, Nuummit, Piromorfit, Moqui Mermeri (Şaman Taşı), Selestobarit, Melanit, Rodizit, Siyah Jasper, Şifacı Altını, Hematoit Kalsit, Sarı Kalsit, Lapis Lazuli, Leopardit, Çok Renkli Turmalin, Zirkon"
"Yaratıcılığı, hayal gücünü ve sanatsal ifadeyi artırır.","Ajoit, Ametrine, Ammonit, Aventurin, Azurit, Florit, Krizokolla, Labradotit, Ferro Aktinolit, Botswana Akiği, Kopal Kehribar, Apatit, Mavi Aventurin, Dolomit, Dumortierit, Cowrie Kabuğu, Krokoit, Manyezit, Siyah Obsidiyen, Okyanus Jasperı, Haşhaş Jasper, Portakal Kuvars, Stilbit, Yakut, Sfen, Sfalerit, Turmalin, Prazolit, Vanadinit, Opal, Jasper, Sitrin, Nuummit, Natrolit, Purpurit, Serandit"
"Zihinsel netlik, odaklanma ve konsantrasyonu artırır.","Akroit (Renksiz Turmalin), Akvamarin, Kuvars, Florit, Kalsit, Selenit, Siyah Akik, Fülgerit, Hematit, Herderit, Kedi Gözü Kuvars, Altın Sarı Kuvars, Safir, Topaz, Vanadinit, Sarı Safir (Pukhraj), Purpurit, Polusit, Riyolit, Melanit, Lepidolit, Larimar, Jasper, Seruzit, Titanit (Sfen), Sibirya Kuvarsı, Kalkopirit, Tavuskuşu Cevheri (Bornit), Verdite"
Negatif enerjiden ve psişik saldırılardan korur,"Obsidyen, Ejerin (Aegirine), Purpurit, Siyah Turmalin, Dumanlı Kuvars, Siyah Lal (Melanit), Selestobarit, Nuummit, Markazit, Mıknatıslı Kolyeler, Sfaleri, Lepidolit, Moqui Marbles (Şaman Taşları), Pollusit, Rodizit, Safir, Sardonyx, Sarı Safir, Sarı Topaz, Sitrin, Seruzit, Boksit, Gökkuşağı Obsidyen"
"Kas, eklem ve fiziksel ağrıları hafifletir.","Apaçi Gözyaşı, Auralit, Krizokolla, Damatyan Taşı, Maun Obsidyen, Dumanlı Kuvars, Alabaster (Alçıtaşı), Aragonit, Auralite 23, Bronzit, Zebra Jasper, Lityum Kuvars, Piroluzit (Pyrrhotite), Nuummit, Hematit, Mıknatıs Taşı, Okyanus Jasperı, Moqui Mermeri (Şaman Taşı)"
"Refah, bereket, bolluk ve şans getirir","Sitrin, Pirit, Yeşil Aventurin, Jasper, Pollusit, Nuummit, Sarı Safir, Shiva Lingam, Krizopraz, Aleksandrit, Dendritik Akik, Yağmur Çiçeği Taşı, Ağaç Akiği, Çikolata Kalsit, Yeşil Apatit, Diyaptaz, Elmas, Yeşil Garnet, Altın Kaplan Gözü, İskelet Kuvars, Safir, Purpurit"
Metabolizmayı düzenler ve uyarır,"Aegirine, Aktinolit Kuvars, Bixbite, Bornite, Grönlandit, Hackmanite, Halit, Hanksit, Mistik Topaz, Okyanus Jasperı, Tanzine Aura Kuvars, Zirkon, Aktinolitli Kuvars, Hücre Benzeri Desenli Akik, Yıldız Akik, Mide Benzeri Desenli Akik, Tüp Akik, Amazonit, Ametrin, Ammolit, Bal Kalsit, Portakal Kalsit, Limon Kalsit, Göktaşı (Demir Nikel), Apatit, Mavi Opal, Vivianit, Mavi Peru Opali, Bronzit, Melanit"
Bağımlılıkları yenmede ve kötü alışkanlıklardan kurtulmada destek sağlar.,"Ametist, Barit, Kalsedon, Mavi Spinel, Tanzanit, Staurolit, Zeolit, Ametist Elestial Kuvars, Ateş Akati, Botsvana Akiki, Dumortierit, Fenster Kuvars, Lazulite, Neptunite, Pembe Kuvars, Turuncu Phantom, Kehribar (Amber), Galen, İyolit, Lepidolit, Yıldız Mika, Okenit, Selestobarit, Meteor Taşı, Seruzit, Nebula Taşı"
Solunum yolu ve akciğer hastalıklarına iyi gelir,"Adamite, Akik, Amblygonit, Ammolit, Bustamit, Cacoxenite, Diopside, Eilat Taşı, Hanksit, Larimar, Lepidokrosit, Mavi Kuvars, Okyanus Jasperı, Paraiba Turmalin, Prazolit, Akikleşmiş Mercan, Ametist Kuvars, Yeşil Apofilit, Beyaz Apofilit, Akuamarin, Malakit, Rutil Kuvars, Turkuaz, Manahshila (Realgar)"
Kansızlık (anemi) tedavisine yardımcı olur,"Ametist, Eilat Taşı, Goethite, Hematoid Kalsit, Kakortokit, Lapis Lazuli, Okyanus Jasperı, Opalit, Prazolit, Specularite, Kan Taşı (Bloodstone), Hematit, Siderit, Vivianit, Göktaşı (Meteorit), Garnet (Lal), Jasper, Safir"
Kan basıncını (tansiyonu) dengeler,"Ammonit, Aventurin, Mavi Kalsit, Mavi Kalsedon, Diopsid, Safir, Sodalit, Orta Mor Ametist, Mavi Dantel Akik, Kan Taşı, Krisokol, Dalmasyon Jasper, Sedef, Serafinit, Karnelyan, Labradorit, Piromorfit"
"Kas, eklem ve romatizma ağrılarını hafifletir.","Abalon (Deniz Kulağı), Kehribar, Krom Kalsedon, Kiyastolit, Yeşil Disten, Varisit, Azurit, Krizokol, Mavi Dantel Akik, Mondolit Kuvars, Siyah Turmalin, Melanit, Meteor Taşı (Göktaşı)"
Topraklanma sağlar ve dünya ile olan bağı güçlendirir.,"Siyah Kyanit, Nuummit, Seruzit, Melanit, Kırmızı Jasper, Mıknatıs Taşı, Moqui Marbles (Şaman Taşları), Purpurit, Sardonyx, Shiva Lingam, Safir, Hematit, Alunit (Şap Taşı), Taşlaşmış Ağaç"
Diş ve diş eti sağlığını destekler,"Kehribar, Antimonit, Yeşil Apatit, Sarı Apatit, Mavi Kalsit, Berrak Kalsit, Bal Kalsit, Limon Kalsit, Akuamarin, Akik (Agate), Piromorfit, Titanit (Sfen)"
Psişik yetenekleri ve sezgiyi artırır,"Ametrin, Serpentinit, Kar Tanesi Obsidyen, Berrak Kuvars Kristali, Sedef, Lavanta Kuvars, Altın Beril, Ay Taşı, Labradorit, Safir, Natrolit, Llanit, Nuummit, Moki Bilyeleri, Lityum Kuvars, Sfaleri, Purpurit, Agnitit, Afganit, Barit, Kovellit, İyolit, Petoskey Taşı, Piromorfit, Şattuckite, Wavellite"
Astral seyahat ve ruhsal yolculukları destekler,"Herkimer Elması, Boji Taşları, Moqui Mermerleri (Şaman Taşları), Siyah Opal, Kakosinit, Purpurit, Rodizit, Novakulit"
Bilişsel fonksiyonları ve hafızayı destekler.,"Manyetit, Seruzit, Nebula Taşı"
Menopoz ve regl semptomlarını hafifletir,"Ajoit, Astroﬁlit, Lingam, Lepidolit, Uterus Şekilli Desenli Akik, Pembe Yeşim, Aytaşı, Gökkuşağı Aytaşı, Sarı Safir (Pukhraj), Shiva Lingam, Mıknatıs Taşı (Lodestone)"
Bağışıklık sistemini destekler ve alerjik reaksiyonları azaltır.,"Clevelandite, Golden Danburite, Okyanus Jasperı, Ouro Verde Kuvars, Poppy Jasper, Stichtite, Yılan Derisi Akiği, Kehribar, Yeşil Apofilit, Beyaz Apofilit, Akuamarin, Breşli Jasper, Ametrin, Apatit, Bumble Bee Jasper, Novacülit, Yeşil Altın Kuvars"
Boğaz ağrısı ve tiroid sorunlarını dengeler,"Kehribar, Angelyit, Anhidrit, Azurit, Mavi Kalsit, Mavi Dantelli Akik, Krizokolla, Lapis Lazuli, Kiyanit, Akuamarin, Mavi Dantel Akik, Sodalit, Selestit, Mavi Kuvars, Larimar, His Taşı, Prazolit (Yeşil Kuvars)"
İçsel çocukla bağ kurmayı ve dişil enerjiyi güçlendirir.,"Abalon Kabuğu, Larimar"
Ruhsal köklerle ve geçmiş yaşam bilgeliğiyle bağ kurar.,"Abalon Kabuğu, Herkimer Elması, Agatlaşmış Dinozor Kemiği, Dravit, Melanit, Papagoit, Rodizit, Nuummite"
"Matematiksel, analitik ve entelektüel yetenekleri güçlendirir","Kassiterit, Mavi Dantelli Akik, Akik, Adamit, Ametist, Aventurin, Krizopras, Elmas, Peridot, Safir, Manyezit"
Sinir sistemi hastalıkları ve regenerasyonuna yardımcı olur,"Aleksandrit, Aejirin, Aejirin-Ojit, Antofilit, Goşenit (Beril), Karomelanit, Çaroit, Bronzit, Kassiterit, Sugilit, Mor Florit, Kedigözü Kuvars, Şahin Gözü, Seruzit, Melanit, Pembe Topaz, Mor Safir, Mor Spinel, Pembe Natrolit, Nuummit, Hematit"
Metabolizmayı düzenler ve kilo kontrolüne destek sağlar.,"Sarı Apatit, Kassiterit, Sugilit, Mor Florit, Jeotlar (Ocho), Skapolit, Pembe Kuvars, Serüzit, Titanit (Sfen)"
"Cinsel gücü, tutkuyu ve üreme sağlığını artırır","Kırmızı Aventurin Kuvars, Nebula Taşı, Realgar, Shiva Lingam, Karnelyan"
Vücut ısısını dengeler ve ateşi düşürmeye yardımcı olur.,"Mavi Aventurin Kuvars, İltihap Desenli Akik, Kayısı Akiği, Brezilyanit, Okenit"
Radyasyona karşı koruma sağlar ve hücresel iyileşmeyi destekler.,"Alunit, Şungit, Siyah Turmalin, Jasper, Llanit, Que Sera Taşı, Polusit"
"Fiziksel dayanıklılığı, gücü ve canlılığı artırır","Seruzit, Jasper, Siyah Lal (Melanit), Lal, Peridot, Yakut, Que Sera Taşı, Piromorfit, Kumtaşı, Larvikit, Güneş Taşı, Kan Taşı (Bloodstone)"
Duygusal travmaları ve blokajları şifalandırmak,"Paraiba Kuvarsı, Pembe Spinel, Psilomelan, Pembe Natrolit, Polusit, Nuummit, Ateş Akiği, Karayip Mavisi Kalsit, Kovellit, Yakut-Fuksit, Pembe Kuvars, Mandalina Kuvars, Larimar, Que Sera Taşı"
Çakraları dengeler ve enerji merkezlerini aktive eder.,"Purpurit (Tepe ve Üçüncü Göz), Seruzit (Tepe ve Kök), Papagoit (Tepe ve Üçüncü Göz), Melanit (Kök), Azurit (Üçüncü Göz), Pembe Kuvars (Kalp), Yeşil Aventurin (Kalp), Rodonit (Kalp), Safir (Kalp), Pollusit (Kalp), Lepidolit (Tepe ve Üçüncü Göz), Lityum Kuvars (Kalp ve Tepe), Natrolit (Tepe ve Üçüncü Göz), Pollusit (Tepe), Rodizit (Tepe ve Üçüncü Göz), Larimar (Boğaz)"
Kas ve eklem ağrılarını hafifletir,"Mıknatıs Taşı (Manyetit), Melanit, Natrolit, Rodizit, Hematit, Okenit, Meteor Taşı (Göktaşı), Serüzit, Jasper, Larimar, Okyanus Jasperı, Azurit, Krizokol"
Duygusal denge ve koruma sağlar,Abalon Kabuğu (Abalone Shell)
Detoksa (toksinlerden arınma) yardımcı olur,"Abalon Kabuğu (Abalone Shell), Aktinolit (Actinolite), Akik (Agate), Kehribar (Amber), Ametrin (Ametrine), Apatit (Apatite)"
Göz sağlığına (katarakt ve gece körlüğüne) iyi gelir,Abalon Kabuğu (Abalone Shell)
"Zihin netliği, ilham ve odaklanma sağlar",Akroit (Achroite)
Rüyaları hatırlamaya ve zihinsel süreçleri anlamaya yardımcı olur,Aktinolit (Actinolite)
"İş başarısı, zenginlik ve bolluk çeker","Adamit (Adamite), Akik (Agate), Ametist (Amethyst), Amazonit (Amazonite)"
Hormonal dengesizlik kaynaklı zihin bulanıklığını giderir,Adamit (Adamite)
Lenfatik sistemi ve kan dolaşımını dengeler,Akik (Agate)
Huzursuz bağırsak sendromu (IBS) ve sindirim sorunlarına iyi gelir,Akik (Agate)
Yaratıcılığı aktive eder ve içsel gerçeği ifade etmeye yardımcı olur,Ajoit (Ajoite)
"Üreme organlarını korur, doğurganlığı artırır ve menopoz semptomlarını hafifletir",Ajoit (Ajoite)
Sinir rejenerasyonuna (yenilenmesine) yardımcı olur,Aleksandrit (Alexandrite)
Elektromanyetik kirliliğe (EMF) ve radyasyona karşı korur,"Amazonit (Amazonite), Siyah Turmalin (Black Tourmaline), Florit (Fluorite)"
Bağımlılıklarla (özellikle alkolizm) mücadeleye yardımcı olur,Ametist (Amethyst)
"İskelet sistemi, kemik erimesi ve eklem ağrılarına iyi gelir","Ammonit (Ammonite), Apatit (Apatite)"
Tiroid bezini dengeler ve boğaz iltihabını hafifletir,"Angelit (Angelite), Kehribar (Amber), Akuamarin (Aquamarine)"
Yüksek tansiyonu düşürür,Prasiolite (Yeşil Kuvars)
Kalp sağlığını korur,Prasiolite (Yeşil Kuvars)
Tiroid hormonlarını düzenler,Prasiolite (Yeşil Kuvars)
Zihinsel gelişimi destekler,Prasiolite (Yeşil Kuvars)
Pozitif düşünmeyi sağlar,Prasiolite (Yeşil Kuvars)
Negatif enerjiden korur,"Prasiolite (Yeşil Kuvars), Sarı Safir (Pukhraj)"
Duygusal zekayı geliştirir,Prasiolite (Yeşil Kuvars)
Sindirimi iyileştirir ve mide sorunlarını giderir,Sarı Safir (Pukhraj)
Stres ve kaygıyı azaltır,"Sarı Safir (Pukhraj), Aktinolit, Amblygonite"
İlişkilerde uyumu ve etkili iletişimi destekler.,Sarı Safir (Pukhraj)
Kadınlarda doğurganlığı artırır ve adet döngüsünü düzenler,"Sarı Safir (Pukhraj), Menalit"
"Bilgelik, refah ve iyi sağlık sağlar",Sarı Safir (Pukhraj)
Psişik kalkan oluşturur ve biyomanyetik kılıfı mühürler,"Aktinolit, Morion Kuvars"
Kritik hastalık süreçlerinde hücresel düzeyde destek sağlar.,Aktinolit
Karaciğer ve böbrek sağlığını destekler,"Aktinolit, Aegirine, Heliodor, Heulandite"
Mevsimsel Duygusal Bozukluk (SAD) için faydalıdır,"Adamite, Kakortokite, Septarian"
Kas ağrılarını giderir ve toksinlerin atılmasını kolaylaştırır,Aegirine
Ruhsal bütünlük ve duygusal şifa sağlar.,"Amethyst Herkimer, Faden Kuvars, Spirit Kuvars"
Sinir sistemini dengeleyerek nörolojik sağlığı destekler.,"Astrofilit, Dumortierite"
Kan şekerini dengelemeye yardımcı olur.,"Atlantasite, Datolite, Tanzine Aura Kuvars"
Kemik bozukluklarını ve kırıkları iyileştirir,"Amblygonite, Creedite, Lazulite, Faden Kuvars"
Tamamlayıcı tıp ve enerji çalışmalarının etkisini artırır.,"Kalkopirit, Halit, Kuvars (Mika ile)"
Radyasyon hasarını ve yan etkilerini hafifletir,"Kovellit, Hackmanite, Morion Kuvars, Uranophane"
Kâbusları önler ve güvenli uyku sağlar,"Dalmaçya Taşı, Flint, Pearl Spa Dolomit"
Zihinsel odaklanmayı artırır ve hiperaktiviteyi dengeler.,"Amblygonite, Stichtite, Tanzine Aura Kuvars"
Göz hastalıklarını ve kataraktı iyileştirir,"Kavansit, Girasol, Scapolite, Vivianite"
Lenfatik sistemi destekler ve vücudu temizler.,"Leopardskin Jasper, Okyanus Jasper"
İletişim,Mavi Kyanit
Zihinsel açıklık,Mavi Kyanit
Topraklayıcı,Siyah Kyanit
Denge ve uyum,Yeşil Kyanit
Meditasyon sırasında zihin toparlama,Kyanit
İfade netliği,Mavi Kyanit
Duygusal durumları sakinleştirme ve yatıştırma,Abalon (Abalone)
Psişik gelişimi ve sezgiyi uyarma,Abalon (Abalone)
Finansal konularda şans getirme,Aventurin (Adventurine)
Yaratıcılığı ve zekayı uyarma,Aventurin (Adventurine)
Zihni canlandırma ve diğer taşların şifa enerjisini artırma,Ejirin (Aegirine)
Gerçeği ayırt etme ve güçlü duygusal şifa,Akik (Agate)
İç huzuru sağlar ve geçmiş duygusal yaraları şifalandırır.,Ajoit (Ajoite)
Yenilenme ve yüksek benliğe açıklık,Aleksandrit (Alexandrite)
Yaratıcı ifadeyi geliştirme ve düşünceyi netleştirme,Amazonit (Amazonite)
Hiperaktiviteyi ve gergin sinirleri yatıştırma,Kehribar (Amber)
İç huzuru teşvik etme ve bağımlılıkla mücadele,Ametist (Amethyst)
Rüya hatırlama ve kabusları önleme,"Kyanit, Herkimer Elması, Sitrin"
Anksiyeteyi hafifletmeye yardımcı olur ve iç huzuru destekler.,Yeşil Ametist (Prasiolite)
Yaratıcılığı teşvik eder ve konsantrasyonu artırır.,Yeşil Ametist (Prasiolite)
"Deri, mukoza zarı ve duyu organlarındaki tahriş ve iltihapları iyileştirir.","Abalone (Paua Kabuğu, Sedef)"
"Karaciğer ve böbrek aktivitelerini, ayrıca tüm yapıcı ve büyüme süreçlerini uyarır.",Aktinolit
"Sırt ağrıları ve sızılara, sinirlere, kaslara, kemiklere ve hormonal bezlere iyi gelir.",Ejin (Aegirine)
"Sindirim, bağırsak, böbrek ve hormonal bezlerin faaliyetlerini artırır; ağrıyı hafifletir.",Ejin-Ojit (Aegirine-Augite)
"Gözler, içi boş organlar (mide, bağırsak vb.), kan damarları ve cilt için faydalıdır.",Akik (Agate)
Hamilelik sırasında koruyucu bir taştır.,"Akik (Agate), Su Akiği (Enhydro), Beyaz Akik"
"Bağırsak problemlerine (gaz, ishal, kabızlık, kronik iltihaplanma) iyi gelir.",Ateş Akiği
"Mesane problemlerine, özellikle enfeksiyonlara, idrar tutukluğuna ve prostat sorunlarına iyi gelir.",Kale Akiği (Fortification Agate)
Varis ve hemoroit tedavisinde etkilidir.,Dantel Akik (Crazy Lace Agate)
Rahim iltihabı ve adet ağrıları için iyidir; doğum sonrası normalleşmeyi destekler.,Uterus Şekilli Akik
"Solunum güçlüğü, daralmış bronşlar ve öksürüğe yardımcı olur.",Akikleşmiş Mercan (Agatised Coral)
Kasları gevşetir ve dokuları sıkılaştırır.,Alçıtaşı (Alabaster)
Sinir ve duyu bozukluklarına iyi gelir; karaciğeri uyarır.,Aleksandrit
Bebeklerde diş çıkarma sürecine yardımcı olur; romatizma ve diyabete iyi gelir.,Kehribar (Amber)
Kaşıntı ve güneş yanığını hafifletir; akciğer ve kalın bağırsak için iyidir.,Ametist Kuvars (Chevron)
Yüksek tansiyonu düşürür ve gerginliği giderir.,Ametist (Orta Mor)
"Böbrek fonksiyonlarını, su dengesini ve ödem azaltılmasını uyarır.",Anhidrit (Angelite)
"Raşitizm, artroz, osteoporoz ve kırıkların iyileşmesine yardımcı olur.",Mavi Apatit
"Astım ve solunum yolları problemlerine, ayrıca alerjiye yardımcı olur.",Yeşil Apofilit
Adet ve menopoz problemleriyle ilgili oldukça yardımcıdır.,Astrofilit
Kalp krizi ve damar sertliğine karşı korur.,Yeşil Aventurin
"Doğumu tetikler, pelvisi gevşetir ve rahim boynunu yumuşatır.",Biyotit (Doğum Taşları)
Süt annelerde süt üretimini uyarır.,"Mavi Kalsedon, Pembe Kalsedon (Gül)"
Mide ülseri ve otoimmün hastalıklara yardımcı olur; yaralanmalar için en iyi taştır.,Rodonit
